theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T
4.98897658793826,0.104196324793307,0.140940680056326,-0.0250546341051264,0.0389564475706895,1,0.02,10,1,0,1,3.0224928254626,2.82024354291634
4.98897658793826,0.104196324793307,0.126846612050694,-0.0310646242175711,0.0483011406016648,1,0.02,10,1,0,1,2.82024354291634,2.82024354291634
4.98897658793826,0.104196324793307,0.115315101864267,-0.0372151076053716,0.0578642810021954,1,0.02,10,1,0,1,3.0224928254626,2.82024354291634
