theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T,rho,sigma
4.98897658793826,0.0781472435949777,0.126846612050694,-0.0310646242175711,0.0483011406016648,0.75,0.02,10,1,0,1,3.0224928254626,2.82024354291634,0.020338044668517,3.166924135838110
