theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T
4.98889589694541,0.0487736446247749,0.267435786313263,0.0001,0.0001,1,0.02,10,1,0,1,3.47085848708622,3.2237726383776
