theta,kappa,chi,mu,upsilon,zeta,delta,N,gamma,eta,Theta,d_0,d_T,rho,sigma
4.98897658793826,0.104196324793307,0.140940680056326,-0.0250546341051264,0.0389564475706895,1,0.02,10,1,0,1,3.0224928254626,2.82024354291634,0.020338044668517,3.166924135838110
