,d_O,θ,κ,χ,μ,υ,σ,δ,ρ,ζ,N,η,Theta,γ,d_T
0,3.0224928254626,4.98897658793826,0.104196324793307,0.126846612050694,-0.0310646242175711,0.0483011406016648,3.16692413583811,0.02,0.0203380446685169,1,10,0,1,1,2.8202435429163395
